"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","104721106313","06-05-2021 07:32:00","37.7814979","-122.3998023","TANDANG SORA \ RIZAL ST","Larceny Theft - Bicycle","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at TANDANG SORA \ RIZAL ST","Property","C"
"SFO","San Francisco","103720012027","06-05-2021 07:47:00","37.7818633","-122.4138657","GOLDEN GATE AVE \ LEAVENWORTH ST","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at GOLDEN GATE AVE \ LEAVENWORTH ST","Society","C"
"SFO","San Francisco","103728572000","06-05-2021 08:00:00","37.7738563","-122.4052859","BRYANT ST \ LANGTON ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BRYANT ST \ LANGTON ST","Person, Property, or Society","C"
"SFO","San Francisco","103938604013","06-05-2021 08:00:00","37.7339283","-122.4169119","ANDOVER ST \ BENTON AVE","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at ANDOVER ST \ BENTON AVE","Person","C"
"SFO","San Francisco","104716828150","06-05-2021 08:04:00","37.7994253","-122.4393367","LOMBARD ST \ PIERCE ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at LOMBARD ST \ PIERCE ST","Property","C"
"SFO","San Francisco","103721004073","06-05-2021 08:12:00","37.7827944","-122.4140538","LEAVENWORTH ST \ TURK ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at LEAVENWORTH ST \ TURK ST","Person","C"
"SFO","San Francisco","103723864020","06-05-2021 08:16:00","37.7149827","-122.4524743","LOBOS ST \ CAINE AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LOBOS ST \ CAINE AVE","Person, Property, or Society","C"
"SFO","San Francisco","103720907045","06-05-2021 08:20:00","37.7665395","-122.4220439","VALENCIA ST \ 15TH ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at VALENCIA ST \ 15TH ST","Person, Property, or Society","C"
"SFO","San Francisco","103753506244","06-05-2021 08:30:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103732006244","06-05-2021 08:30:00","37.8054966","-122.4220069","NORTH POINT ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at NORTH POINT ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103770574000","06-05-2021 08:30:00","37.713663","-122.4368944","MORSE ST \ ROLPH ST","Missing Adult","90Z","All Other Offenses","All Other Offenses","All Other Offenses at MORSE ST \ ROLPH ST","Person, Property, or Society","C"
"SFO","San Francisco","103783105071","06-05-2021 09:00:00","37.7401919","-122.3768474","JENNINGS ST \ CARGO WAY","Burglary - Other","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at JENNINGS ST \ CARGO WAY","Property","C"
"SFO","San Francisco","103967607020","06-05-2021 09:00:00","37.7187604","-122.3876614","GRIFFITH ST \ FITZGERALD AVE","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at GRIFFITH ST \ FITZGERALD AVE","Property","C"
"SFO","San Francisco","103721506364","06-05-2021 09:13:00","37.7721082","-122.430434","FILLMORE ST \ HAIGHT ST","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at FILLMORE ST \ HAIGHT ST","Property","C"
"SFO","San Francisco","103724106243","06-05-2021 09:28:00","37.8062412","-122.4187819","COLUMBUS AVE \ LEAVENWORTH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at COLUMBUS AVE \ LEAVENWORTH ST","Property","C"
"SFO","San Francisco","103755504134","06-05-2021 09:41:00","37.7909731","-122.4173914","HYDE ST \ CALIFORNIA ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at HYDE ST \ CALIFORNIA ST","Person","C"
"SFO","San Francisco","103723464020","06-05-2021 09:56:00","37.7456866","-122.4335454","CASTRO ST \ DUNCAN ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CASTRO ST \ DUNCAN ST","Person, Property, or Society","C"
"SFO","San Francisco","103792271000","06-05-2021 10:00:00","37.7586325","-122.4190527","20TH ST \ MISSION ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 20TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103723207041","06-05-2021 10:00:00","37.7930136","-122.4161131","CLAY ST \ LEAVENWORTH ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CLAY ST \ LEAVENWORTH ST","Person, Property, or Society","C"
"SFO","San Francisco","103843328150","06-05-2021 10:00:00","37.7815772","-122.4945198","34TH AVE \ CLEMENT ST \ LEGION OF HONOR DR","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 34TH AVE \ CLEMENT ST \ LEGION OF HONOR DR","Property","C"
"SFO","San Francisco","103881372000","06-05-2021 10:20:00","37.7920877","-122.4162907","KIMBALL PL \ SACRAMENTO ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at KIMBALL PL \ SACRAMENTO ST","Person, Property, or Society","C"
"SFO","San Francisco","103878372000","06-05-2021 10:20:00","37.7920877","-122.4162907","KIMBALL PL \ SACRAMENTO ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at KIMBALL PL \ SACRAMENTO ST","Person, Property, or Society","C"
"SFO","San Francisco","103824004013","06-05-2021 10:20:00","37.7625788","-122.4216625","SYCAMORE ST \ VALENCIA ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at SYCAMORE ST \ VALENCIA ST","Person","C"
"SFO","San Francisco","103727072000","06-05-2021 10:20:00","37.7920877","-122.4162907","KIMBALL PL \ SACRAMENTO ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at KIMBALL PL \ SACRAMENTO ST","Person, Property, or Society","C"
"SFO","San Francisco","104109972000","06-05-2021 10:20:00","37.7920877","-122.4162907","KIMBALL PL \ SACRAMENTO ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at KIMBALL PL \ SACRAMENTO ST","Person, Property, or Society","C"
"SFO","San Francisco","104164106372","06-05-2021 10:30:00","37.756155","-122.4755368","18TH AVE \ MORAGA ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at 18TH AVE \ MORAGA ST","Property","C"
"SFO","San Francisco","103935628135","06-05-2021 10:45:00","37.7625788","-122.4216625","SYCAMORE ST \ VALENCIA ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at SYCAMORE ST \ VALENCIA ST","Person, Property, or Society","C"
"SFO","San Francisco","103905206244","06-05-2021 10:53:00","37.7873592","-122.4082268","GEARY ST \ POWELL ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GEARY ST \ POWELL ST","Property","C"
"SFO","San Francisco","103745706374","06-05-2021 11:00:00","37.773036","-122.4219413","GOUGH ST \ HAIGHT ST \ MARKET ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at GOUGH ST \ HAIGHT ST \ MARKET ST","Property","C"
"SFO","San Francisco","103724363010","06-05-2021 11:07:00","37.7722358","-122.423535","OCTAVIA ST \ END","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at OCTAVIA ST \ END","Person, Property, or Society","C"
"SFO","San Francisco","103724316652","06-05-2021 11:07:00","37.7722358","-122.423535","OCTAVIA ST \ END","Drug Violation","35A","Drug/Narcotic Offenses","Drug/Narcotic Violations","Drug/Narcotic Violations at OCTAVIA ST \ END","Society","C"
"SFO","San Francisco","103724316030","06-05-2021 11:07:00","37.7722358","-122.423535","OCTAVIA ST \ END","Drug Violation","35A","Drug/Narcotic Offenses","Drug/Narcotic Violations","Drug/Narcotic Violations at OCTAVIA ST \ END","Society","C"
"SFO","San Francisco","103724864020","06-05-2021 11:08:00","37.7843194","-122.4753708","16TH AVE \ CALIFORNIA ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 16TH AVE \ CALIFORNIA ST","Person, Property, or Society","C"
"SFO","San Francisco","103974906224","06-05-2021 11:10:00","37.7612422","-122.3973718","19TH ST \ CONNECTICUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 19TH ST \ CONNECTICUT ST","Property","C"
"SFO","San Francisco","103723506242","06-05-2021 11:15:00","37.7765501","-122.4330286","STEINER ST \ GROVE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STEINER ST \ GROVE ST","Property","C"
"SFO","San Francisco","103974106244","06-05-2021 11:15:00","37.7612422","-122.3973718","19TH ST \ CONNECTICUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at 19TH ST \ CONNECTICUT ST","Property","C"
"SFO","San Francisco","103728406244","06-05-2021 11:18:00","37.7851509","-122.4330834","FILLMORE ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FILLMORE ST \ POST ST","Property","C"
"SFO","San Francisco","103731306153","06-05-2021 11:25:00","37.7855421","-122.3967052","02ND ST \ FOLSOM ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at 02ND ST \ FOLSOM ST","Property","C"
"SFO","San Francisco","103952206244","06-05-2021 11:30:00","37.7765501","-122.4330286","STEINER ST \ GROVE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STEINER ST \ GROVE ST","Property","C"
"SFO","San Francisco","103778206244","06-05-2021 11:30:00","37.7354697","-122.5067175","GREAT HWY \ SLOAT BLVD","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GREAT HWY \ SLOAT BLVD","Property","C"
"SFO","San Francisco","104749706244","06-05-2021 11:30:00","37.7765501","-122.4330286","STEINER ST \ GROVE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STEINER ST \ GROVE ST","Property","C"
"SFO","San Francisco","103723706244","06-05-2021 11:30:00","37.7765501","-122.4330286","STEINER ST \ GROVE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STEINER ST \ GROVE ST","Property","C"
"SFO","San Francisco","104003706372","06-05-2021 11:33:00","37.7685373","-122.4156138","FOLSOM ST \ 14TH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at FOLSOM ST \ 14TH ST","Property","C"
"SFO","San Francisco","103725806242","06-05-2021 11:40:00","37.7889096","-122.4186559","LARKIN ST \ BUSH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LARKIN ST \ BUSH ST","Property","C"
"SFO","San Francisco","103728764085","06-05-2021 11:49:00","37.7455342","-122.451624","WOODSIDE AVE \ OSHAUGHNESSY BLVD \ PORTOLA DR","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at WOODSIDE AVE \ OSHAUGHNESSY BLVD \ PORTOLA DR","Person, Property, or Society","C"
"SFO","San Francisco","103733964020","06-05-2021 11:50:00","37.790788","-122.4190363","LARKIN ST \ CALIFORNIA ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LARKIN ST \ CALIFORNIA ST","Person, Property, or Society","C"
"SFO","San Francisco","103760706301","06-05-2021 11:58:00","37.7990666","-122.4274573","FILBERT ST \ GOUGH ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at FILBERT ST \ GOUGH ST","Property","C"
"SFO","San Francisco","105095106244","06-05-2021 12:00:00","37.7851509","-122.4330834","FILLMORE ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FILLMORE ST \ POST ST","Property","C"
"SFO","San Francisco","103798109024","06-05-2021 12:00:00","37.710426","-122.4131619","ARGONAUT AVE \ GARRISON AVE","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at ARGONAUT AVE \ GARRISON AVE","Property","C"
"SFO","San Francisco","103843571000","06-05-2021 12:00:00","37.7312778","-122.4980017","BERKSHIRE WAY \ LAKE MERCED BLVD \ LAKESHORE DR","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BERKSHIRE WAY \ LAKE MERCED BLVD \ LAKESHORE DR","Person, Property, or Society","C"
"SFO","San Francisco","103729107021","06-05-2021 12:00:00","37.7656058","-122.4104867","16TH ST \ BRYANT ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at 16TH ST \ BRYANT ST","Property","C"
"SFO","San Francisco","103729706243","06-05-2021 12:23:00","37.8017873","-122.4466096","BAY ST \ BAKER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BAY ST \ BAKER ST","Property","C"
"SFO","San Francisco","103727506244","06-05-2021 12:25:00","37.8031353","-122.4181511","LEAVENWORTH ST \ CHESTNUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LEAVENWORTH ST \ CHESTNUT ST","Property","C"
"SFO","San Francisco","103726465016","06-05-2021 12:25:00","37.8050432","-122.433798","BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD","Person, Property, or Society","C"
"SFO","San Francisco","103726465010","06-05-2021 12:25:00","37.8050432","-122.433798","BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD","Traffic Violation Arrest","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD","Person, Property, or Society","C"
"SFO","San Francisco","103726207045","06-05-2021 12:29:00","37.7452984","-122.3891933","CUSTER AVE \ QUINT ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CUSTER AVE \ QUINT ST","Person, Property, or Society","C"
"SFO","San Francisco","103730972000","06-05-2021 12:32:00","37.7735248","-122.4493259","CLAYTON ST \ HAYES ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at CLAYTON ST \ HAYES ST","Person, Property, or Society","C"
"SFO","San Francisco","103731668050","06-05-2021 12:32:00","37.7422945","-122.4232856","30TH ST \ SAN JOSE AVE","Traffic Collision","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 30TH ST \ SAN JOSE AVE","Person, Property, or Society","C"
"SFO","San Francisco","103728364065","06-05-2021 12:44:00","37.7119523","-122.4097284","VISITACION AVE \ DELTA ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at VISITACION AVE \ DELTA ST","Society","C"
"SFO","San Francisco","103728364080","06-05-2021 12:44:00","37.7119523","-122.4097284","VISITACION AVE \ DELTA ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at VISITACION AVE \ DELTA ST","Society","C"
"SFO","San Francisco","103730564085","06-05-2021 12:50:00","37.7799917","-122.4134875","UNITED NATIONS PLZ \ LEAVENWORTH ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at UNITED NATIONS PLZ \ LEAVENWORTH ST","Person, Property, or Society","C"
"SFO","San Francisco","103726505153","06-05-2021 12:54:00","37.7759498","-122.4227877","GOUGH ST \ FELL ST","Burglary - Other","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at GOUGH ST \ FELL ST","Property","C"
"SFO","San Francisco","103776706244","06-05-2021 13:00:00","37.8031353","-122.4181511","LEAVENWORTH ST \ CHESTNUT ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LEAVENWORTH ST \ CHESTNUT ST","Property","C"
"SFO","San Francisco","103843006244","06-05-2021 13:00:00","37.7865796","-122.4931149","EL CAMINO DEL MAR \ 32ND AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at EL CAMINO DEL MAR \ 32ND AVE","Property","C"
"SFO","San Francisco","103729906154","06-05-2021 13:00:00","37.7768835","-122.4229782","HAYES ST \ GOUGH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at HAYES ST \ GOUGH ST","Property","C"
"SFO","San Francisco","103725064085","06-05-2021 13:04:00","37.782585","-122.4156939","HYDE ST \ TURK ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at HYDE ST \ TURK ST","Person, Property, or Society","C"
"SFO","San Francisco","103726107041","06-05-2021 13:07:00","37.7835156","-122.4158826","EDDY ST \ HYDE ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at EDDY ST \ HYDE ST","Person, Property, or Society","C"
"SFO","San Francisco","103798364070","06-05-2021 13:43:00","37.7306061","-122.3882923","REVERE AVE \ KEITH ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at REVERE AVE \ KEITH ST","Society","C"
"SFO","San Francisco","103798328135","06-05-2021 13:43:00","37.7306061","-122.3882923","REVERE AVE \ KEITH ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at REVERE AVE \ KEITH ST","Person, Property, or Society","C"
"SFO","San Francisco","103730061030","06-05-2021 13:47:00","37.7523727","-122.4162656","24TH ST \ SOUTH VAN NESS AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 24TH ST \ SOUTH VAN NESS AVE","Person, Property, or Society","C"
"SFO","San Francisco","104039464070","06-05-2021 14:00:00","37.7429555","-122.4778363","TARAVAL ST \ 21ST AVE","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at TARAVAL ST \ 21ST AVE","Society","C"
"SFO","San Francisco","103726072000","06-05-2021 14:00:00","37.7835156","-122.4158826","EDDY ST \ HYDE ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at EDDY ST \ HYDE ST","Person, Property, or Society","C"
"SFO","San Francisco","104157727195","06-05-2021 14:00:00","37.7146473","-122.4472674","FOOTE AVE \ ALEMANY BLVD","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at FOOTE AVE \ ALEMANY BLVD","Society","C"
"SFO","San Francisco","104157728150","06-05-2021 14:00:00","37.7146473","-122.4472674","FOOTE AVE \ ALEMANY BLVD","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at FOOTE AVE \ ALEMANY BLVD","Property","C"
"SFO","San Francisco","103728107021","06-05-2021 14:00:00","37.7706298","-122.41248","11TH ST \ HARRISON ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at 11TH ST \ HARRISON ST","Property","C"
"SFO","San Francisco","103811306244","06-05-2021 14:00:00","37.7798901","-122.4218916","FRANKLIN ST \ MCALLISTER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANKLIN ST \ MCALLISTER ST","Property","C"
"SFO","San Francisco","103784206243","06-05-2021 14:00:00","37.7196496","-122.4375588","FRANCE AVE \ LONDON ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FRANCE AVE \ LONDON ST","Property","C"
"SFO","San Francisco","103791607026","06-05-2021 14:00:00","37.7234467","-122.4000731","WHEAT ST \ PAUL AVE","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at WHEAT ST \ PAUL AVE","Property","C"
"SFO","San Francisco","103788271013","06-05-2021 14:00:00","37.7150113","-122.472991","FONT BLVD \ CHUMASERO DR","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at FONT BLVD \ CHUMASERO DR","Property","C"
"SFO","San Francisco","103919506244","06-05-2021 14:15:00","37.8070725","-122.4172607","BEACH ST \ JONES ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at BEACH ST \ JONES ST","Property","C"
"SFO","San Francisco","103727464070","06-05-2021 14:25:00","37.7634202","-122.480337","22ND AVE \ IRVING ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at 22ND AVE \ IRVING ST","Society","C"
"SFO","San Francisco","104750206374","06-05-2021 14:30:00","37.7768835","-122.4229782","HAYES ST \ GOUGH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at HAYES ST \ GOUGH ST","Property","C"
"SFO","San Francisco","103731064085","06-05-2021 14:50:00","37.7170004","-122.4479597","OTTAWA AVE \ OTEGA AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at OTTAWA AVE \ OTEGA AVE","Person, Property, or Society","C"
"SFO","San Francisco","104002206244","06-05-2021 15:00:00","37.7490658","-122.386428","ILLINOIS ST \ MARIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at ILLINOIS ST \ MARIN ST","Property","C"
"SFO","San Francisco","103831428160","06-05-2021 15:00:00","37.7614245","-122.4394139","MARKET ST \ DOUGLASS ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at MARKET ST \ DOUGLASS ST","Property","C"
"SFO","San Francisco","104221571000","06-05-2021 15:00:00","37.7958809","-122.4077974","JACKSON ST \ PONTIAC ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at JACKSON ST \ PONTIAC ST","Person, Property, or Society","C"
"SFO","San Francisco","103784171013","06-05-2021 15:00:00","37.7106598","-122.3994224","PENINSULA AVE \ LATHROP AVE","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at PENINSULA AVE \ LATHROP AVE","Property","C"
"SFO","San Francisco","104101406244","06-05-2021 15:01:00","37.7884994","-122.4067712","STOCKTON ST \ POST ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ POST ST","Property","C"
"SFO","San Francisco","104149807021","06-05-2021 15:05:00","37.7234467","-122.4000731","WHEAT ST \ PAUL AVE","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at WHEAT ST \ PAUL AVE","Property","C"
"SFO","San Francisco","103736064010","06-05-2021 15:10:00","37.7602353","-122.4192061","19TH ST \ MISSION ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 19TH ST \ MISSION ST","Person, Property, or Society","C"
"SFO","San Francisco","103735206301","06-05-2021 15:19:00","37.7818474","-122.4290407","EDDY ST \ BUCHANAN ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at EDDY ST \ BUCHANAN ST","Property","C"
"SFO","San Francisco","103975306372","06-05-2021 15:24:00","37.7625508","-122.4340624","HARTFORD ST \ 17TH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at HARTFORD ST \ 17TH ST","Property","C"
"SFO","San Francisco","103732971013","06-05-2021 15:30:00","37.7117581","-122.4326461","ROLPH ST \ PRAGUE ST","Theft From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at ROLPH ST \ PRAGUE ST","Property","C"
"SFO","San Francisco","103730107041","06-05-2021 15:31:00","37.7737596","-122.4085164","HARRISON ST \ 08TH ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at HARRISON ST \ 08TH ST","Person, Property, or Society","C"
"SFO","San Francisco","103761305052","06-05-2021 15:32:00","37.7617009","-122.4215785","VALENCIA ST \ 18TH ST","Burglary - Commercial","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at VALENCIA ST \ 18TH ST","Property","C"
"SFO","San Francisco","104151006304","06-05-2021 15:37:00","37.7776984","-122.395744","04TH ST \ BLUXOME ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at 04TH ST \ BLUXOME ST","Property","C"
"SFO","San Francisco","104230506304","06-05-2021 15:37:00","37.7776984","-122.395744","04TH ST \ BLUXOME ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at 04TH ST \ BLUXOME ST","Property","C"
"SFO","San Francisco","103897106304","06-05-2021 15:37:00","37.7776984","-122.395744","04TH ST \ BLUXOME ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at 04TH ST \ BLUXOME ST","Property","C"
"SFO","San Francisco","103735427195","06-05-2021 15:40:00","37.7759498","-122.4227877","GOUGH ST \ FELL ST","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at GOUGH ST \ FELL ST","Society","C"
"SFO","San Francisco","103735406363","06-05-2021 15:40:00","37.7759498","-122.4227877","GOUGH ST \ FELL ST","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at GOUGH ST \ FELL ST","Property","C"
"SFO","San Francisco","103734906314","06-05-2021 15:49:00","37.7436085","-122.437683","GOLD MINE DR \ DIAMOND HEIGHTS BLVD","Larceny Theft - Bicycle","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at GOLD MINE DR \ DIAMOND HEIGHTS BLVD","Property","C"
"SFO","San Francisco","103728806243","06-05-2021 15:50:00","37.7481656","-122.4182212","CESAR CHAVEZ ST \ CAPP ST \ MISSION ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at CESAR CHAVEZ ST \ CAPP ST \ MISSION ST","Property","C"
"SFO","San Francisco","103763264010","06-05-2021 15:53:00","37.7760165","-122.4447799","FULTON ST \ CENTRAL AVE","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FULTON ST \ CENTRAL AVE","Person, Property, or Society","C"
"SFO","San Francisco","103729419057","06-05-2021 15:56:00","37.7665395","-122.4220439","VALENCIA ST \ 15TH ST","Intimidation","13C","Assault Offenses","Intimidation","Intimidation at VALENCIA ST \ 15TH ST","Person","C"
"SFO","San Francisco","103729404013","06-05-2021 15:56:00","37.7665395","-122.4220439","VALENCIA ST \ 15TH ST","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at VALENCIA ST \ 15TH ST","Person","C"
