"city_key","city_name","incident_code","incident_date","incident_latitude","incident_longitude","incident_address","incident_source_original_type","incident_offense_code","incident_offense","incident_offense_description","incident_offense_detail_description","incident_offense_crime_against","incident_offense_action"
"SFO","San Francisco","103742862030","06-06-2021 03:41:00","37.7827944","-122.4140538","LEAVENWORTH ST \ TURK ST","Warrant","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LEAVENWORTH ST \ TURK ST","Person, Property, or Society","C"
"SFO","San Francisco","103753664020","06-06-2021 03:55:00","37.8002601","-122.4327605","LOMBARD ST \ BUCHANAN ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at LOMBARD ST \ BUCHANAN ST","Person, Property, or Society","C"
"SFO","San Francisco","103775906224","06-06-2021 04:00:00","37.7684455","-122.451676","WALLER ST \ SHRADER ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at WALLER ST \ SHRADER ST","Property","C"
"SFO","San Francisco","104252912015","06-06-2021 04:28:00","37.7734669","-122.3914344","04TH ST \ LONG BRIDGE ST","Weapons Offense","520","Weapon Law Violations","Weapon Law Violations","Weapon Law Violations at 04TH ST \ LONG BRIDGE ST","Society","C"
"SFO","San Francisco","104252965015","06-06-2021 04:28:00","37.7734669","-122.3914344","04TH ST \ LONG BRIDGE ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 04TH ST \ LONG BRIDGE ST","Person, Property, or Society","C"
"SFO","San Francisco","104252965056","06-06-2021 04:28:00","37.7734669","-122.3914344","04TH ST \ LONG BRIDGE ST","Liquor Law Violation","90G","Liquor Law Violations","Liquor Law Violations","Liquor Law Violations at 04TH ST \ LONG BRIDGE ST","Society","C"
"SFO","San Francisco","103761405051","06-06-2021 04:41:00","37.7515708","-122.4296588","24TH ST \ SANCHEZ ST","Burglary - Commercial","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at 24TH ST \ SANCHEZ ST","Property","C"
"SFO","San Francisco","103743705082","06-06-2021 04:52:00","37.7558717","-122.4819603","MORAGA ST \ 24TH AVE","Burglary - Hot Prowl","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at MORAGA ST \ 24TH AVE","Property","C"
"SFO","San Francisco","103810028150","06-06-2021 05:00:00","37.7986483","-122.4307472","FILBERT ST \ LAGUNA ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at FILBERT ST \ LAGUNA ST","Property","C"
"SFO","San Francisco","103814506244","06-06-2021 05:00:00","37.7974083","-122.4254369","GREEN ST \ FRANKLIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GREEN ST \ FRANKLIN ST","Property","C"
"SFO","San Francisco","103743205151","06-06-2021 05:00:00","37.7868683","-122.4233083","FRANKLIN ST \ DANIEL BURNHAM CT","Burglary - Other","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at FRANKLIN ST \ DANIEL BURNHAM CT","Property","C"
"SFO","San Francisco","103872406302","06-06-2021 05:13:00","37.7868275","-122.419928","POLK ST \ POST ST","Larceny Theft - From Building","23D","Larceny/Theft Offenses","Theft From Building","Theft From Building at POLK ST \ POST ST","Property","C"
"SFO","San Francisco","103754268000","06-06-2021 05:15:00","37.7434471","-122.4179765","ESMERALDA AVE \ WINFIELD ST","Fire Report","90Z","All Other Offenses","All Other Offenses","All Other Offenses at ESMERALDA AVE \ WINFIELD ST","Person, Property, or Society","C"
"SFO","San Francisco","104496305013","06-06-2021 05:36:00","37.7722037","-122.437235","PAGE ST \ DIVISADERO ST","Burglary - Residential","220","Burglary/Breaking & Entering","Burglary/Breaking & Entering","Burglary/Breaking & Entering at PAGE ST \ DIVISADERO ST","Property","C"
"SFO","San Francisco","103753828100","06-06-2021 05:50:00","37.7837775","-122.4176186","WILLOW ST \ LARKIN ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at WILLOW ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103754171000","06-06-2021 05:50:00","37.8019306","-122.4125413","GREENWICH ST \ COLUMBUS AVE \ SCOTLAND ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at GREENWICH ST \ COLUMBUS AVE \ SCOTLAND ST","Person, Property, or Society","C"
"SFO","San Francisco","103759274000","06-06-2021 06:00:00","37.7790907","-122.464145","ANZA ST \ 06TH AVE","Missing Adult","90Z","All Other Offenses","All Other Offenses","All Other Offenses at ANZA ST \ 06TH AVE","Person, Property, or Society","C"
"SFO","San Francisco","103753451040","06-06-2021 06:00:00","37.7866232","-122.4592558","ARGUELLO BLVD \ SACRAMENTO ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at ARGUELLO BLVD \ SACRAMENTO ST","Person, Property, or Society","C"
"SFO","San Francisco","103920772000","06-06-2021 06:10:00","37.7446811","-122.4811813","SANTIAGO ST \ 24TH AVE","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at SANTIAGO ST \ 24TH AVE","Person, Property, or Society","C"
"SFO","San Francisco","104002806372","06-06-2021 06:24:00","37.7685373","-122.4156138","FOLSOM ST \ 14TH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at FOLSOM ST \ 14TH ST","Property","C"
"SFO","San Francisco","103776906244","06-06-2021 07:00:00","37.7889862","-122.4068651","STOCKTON ST \ CAMPTON PL","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at STOCKTON ST \ CAMPTON PL","Property","C"
"SFO","San Francisco","103754804134","06-06-2021 07:00:00","37.7803543","-122.3946315","03RD ST \ VARNEY PL","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at 03RD ST \ VARNEY PL","Person","C"
"SFO","San Francisco","103754628160","06-06-2021 07:02:00","37.7616531","-122.478062","20TH AVE \ JUDAH ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 20TH AVE \ JUDAH ST","Property","C"
"SFO","San Francisco","103754064070","06-06-2021 07:26:00","37.7842357","-122.4177068","ELLIS ST \ LARKIN ST","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at ELLIS ST \ LARKIN ST","Society","C"
"SFO","San Francisco","103753704134","06-06-2021 07:30:00","37.7818633","-122.4138657","GOLDEN GATE AVE \ LEAVENWORTH ST","Simple Assault","13B","Assault Offenses","Simple Assault","Simple Assault at GOLDEN GATE AVE \ LEAVENWORTH ST","Person","C"
"SFO","San Francisco","103780106244","06-06-2021 07:31:00","37.791704","-122.4192218","LARKIN ST \ SACRAMENTO ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LARKIN ST \ SACRAMENTO ST","Property","C"
"SFO","San Francisco","103754306373","06-06-2021 07:51:00","37.7367596","-122.37941","ACACIA AVE \ MIDDLE POINT RD","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at ACACIA AVE \ MIDDLE POINT RD","Property","C"
"SFO","San Francisco","103754363010","06-06-2021 07:51:00","37.7367596","-122.37941","ACACIA AVE \ MIDDLE POINT RD","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at ACACIA AVE \ MIDDLE POINT RD","Person, Property, or Society","C"
"SFO","San Francisco","103754327195","06-06-2021 07:51:00","37.7367596","-122.37941","ACACIA AVE \ MIDDLE POINT RD","Trespass","90J","Trespass of Real Property","Trespass of Real Property","Trespass of Real Property at ACACIA AVE \ MIDDLE POINT RD","Society","C"
"SFO","San Francisco","104288709250","06-06-2021 08:00:00","37.717744","-122.4335554","FRANCE AVE \ NAPLES ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at FRANCE AVE \ NAPLES ST","Property","C"
"SFO","San Francisco","103812428150","06-06-2021 08:00:00","37.7687704","-122.4274621","MARKET ST \ RESERVOIR ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at MARKET ST \ RESERVOIR ST","Property","C"
"SFO","San Francisco","104149709250","06-06-2021 08:00:00","37.717744","-122.4335554","FRANCE AVE \ NAPLES ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at FRANCE AVE \ NAPLES ST","Property","C"
"SFO","San Francisco","103755219057","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Intimidation","13C","Assault Offenses","Intimidation","Intimidation at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103755204013","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103755607041","06-06-2021 08:30:00","37.7377697","-122.381795","BOWMAN CT \ KEITH ST","Recovered Vehicle","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BOWMAN CT \ KEITH ST","Person, Property, or Society","C"
"SFO","San Francisco","103763419057","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Intimidation","13C","Assault Offenses","Intimidation","Intimidation at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103763404013","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103762619057","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Intimidation","13C","Assault Offenses","Intimidation","Intimidation at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103762604013","06-06-2021 08:30:00","37.8294492","-122.3760035","BAYSIDE DR \ GATEVIEW AVE","Aggravated Assault","13A","Assault Offenses","Aggravated Assault","Aggravated Assault at BAYSIDE DR \ GATEVIEW AVE","Person","C"
"SFO","San Francisco","103757006361","06-06-2021 08:36:00","37.7245331","-122.4592129","OCEAN AVE \ CAPITOL AVE","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at OCEAN AVE \ CAPITOL AVE","Property","C"
"SFO","San Francisco","103759706361","06-06-2021 08:50:00","37.7247488","-122.4602345","FAXON AVE \ OCEAN AVE","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at FAXON AVE \ OCEAN AVE","Property","C"
"SFO","San Francisco","104002406372","06-06-2021 08:52:00","37.7685373","-122.4156138","FOLSOM ST \ 14TH ST","Larceny Theft - Other","23H","Larceny/Theft Offenses","All Other Larceny","All Other Larceny at FOLSOM ST \ 14TH ST","Property","C"
"SFO","San Francisco","103754464070","06-06-2021 09:00:00","37.7790907","-122.464145","ANZA ST \ 06TH AVE","Suspicious Occ","N/A","Suspicious Activity","Suspicious Activity/All Other","Suspicious Activity/All Other at ANZA ST \ 06TH AVE","Society","C"
"SFO","San Francisco","103905528150","06-06-2021 09:00:00","37.8040722","-122.4019735","THE EMBARCADERO \ BATTERY ST \ LOMBARD ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at THE EMBARCADERO \ BATTERY ST \ LOMBARD ST","Property","C"
"SFO","San Francisco","103755906361","06-06-2021 09:15:00","37.7868683","-122.4233083","FRANKLIN ST \ DANIEL BURNHAM CT","Larceny Theft - Shoplifting","23C","Larceny/Theft Offenses","Shoplifting","Shoplifting at FRANKLIN ST \ DANIEL BURNHAM CT","Property","C"
"SFO","San Francisco","103755963010","06-06-2021 09:15:00","37.7868683","-122.4233083","FRANKLIN ST \ DANIEL BURNHAM CT","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at FRANKLIN ST \ DANIEL BURNHAM CT","Person, Property, or Society","C"
"SFO","San Francisco","103756864020","06-06-2021 09:28:00","37.7743586","-122.4202543","PAGE ST \ 12TH ST \ MARKET ST","Other","90Z","All Other Offenses","All Other Offenses","All Other Offenses at PAGE ST \ 12TH ST \ MARKET ST","Person, Property, or Society","C"
"SFO","San Francisco","103758026032","06-06-2021 09:30:00","37.7502059","-122.3885078","TENNESSEE ST \ CESAR CHAVEZ ST","Arson","200","Arson","Arson","Arson at TENNESSEE ST \ CESAR CHAVEZ ST","Property","C"
"SFO","San Francisco","104307028100","06-06-2021 09:30:00","37.7943205","-122.4130111","TAYLOR ST \ WASHINGTON ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at TAYLOR ST \ WASHINGTON ST","Property","C"
"SFO","San Francisco","103813372000","06-06-2021 09:30:00","37.7550956","-122.3928842","23RD ST \ PENNSYLVANIA AVE","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 23RD ST \ PENNSYLVANIA AVE","Person, Property, or Society","C"
"SFO","San Francisco","103785126030","06-06-2021 09:48:00","37.7540986","-122.4796873","22ND AVE \ NORIEGA ST","Arson","200","Arson","Arson","Arson at 22ND AVE \ NORIEGA ST","Property","C"
"SFO","San Francisco","103785128092","06-06-2021 09:48:00","37.7540986","-122.4796873","22ND AVE \ NORIEGA ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at 22ND AVE \ NORIEGA ST","Property","C"
"SFO","San Francisco","103919706244","06-06-2021 09:50:00","37.8072758","-122.4156165","TAYLOR ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ BEACH ST","Property","C"
"SFO","San Francisco","103809271000","06-06-2021 10:00:00","37.8032839","-122.4469102","BEACH ST \ BAKER ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at BEACH ST \ BAKER ST","Person, Property, or Society","C"
"SFO","San Francisco","103757409320","06-06-2021 10:00:00","37.7541927","-122.4775486","20TH AVE \ NORIEGA ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at 20TH AVE \ NORIEGA ST","Property","C"
"SFO","San Francisco","103757471000","06-06-2021 10:00:00","37.7541927","-122.4775486","20TH AVE \ NORIEGA ST","Lost Property","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 20TH AVE \ NORIEGA ST","Person, Property, or Society","C"
"SFO","San Francisco","103881428165","06-06-2021 10:00:00","37.8066577","-122.42056","BEACH ST \ HYDE ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BEACH ST \ HYDE ST","Property","C"
"SFO","San Francisco","103756703073","06-06-2021 10:00:00","37.7879662","-122.4184651","SUTTER ST \ LARKIN ST","Robbery - Other","120","Robbery","Robbery","Robbery at SUTTER ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103762306244","06-06-2021 10:00:00","37.8040301","-122.4033488","LOMBARD ST \ SANSOME ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at LOMBARD ST \ SANSOME ST","Property","C"
"SFO","San Francisco","103757906244","06-06-2021 10:00:00","37.8010622","-122.4194255","GREENWICH ST \ HYDE ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at GREENWICH ST \ HYDE ST","Property","C"
"SFO","San Francisco","103918306244","06-06-2021 10:00:00","37.7917782","-122.4057996","VINTON CT \ GRANT AVE","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at VINTON CT \ GRANT AVE","Property","C"
"SFO","San Francisco","103941209024","06-06-2021 10:00:00","37.7840766","-122.4807254","21ST AVE \ CALIFORNIA ST","Fraud","26A","Fraud Offenses","False Pretenses/Swindle/Confidence Game","False Pretenses/Swindle/Confidence Game at 21ST AVE \ CALIFORNIA ST","Property","C"
"SFO","San Francisco","103938772000","06-06-2021 10:00:00","37.7840766","-122.4807254","21ST AVE \ CALIFORNIA ST","Non-Criminal","90Z","All Other Offenses","All Other Offenses","All Other Offenses at 21ST AVE \ CALIFORNIA ST","Person, Property, or Society","C"
"SFO","San Francisco","103756706244","06-06-2021 10:00:00","37.7879662","-122.4184651","SUTTER ST \ LARKIN ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at SUTTER ST \ LARKIN ST","Property","C"
"SFO","San Francisco","103756906244","06-06-2021 10:00:00","37.8072758","-122.4156165","TAYLOR ST \ BEACH ST","Larceny - From Vehicle","23F","Larceny/Theft Offenses","Theft From Motor Vehicle","Theft From Motor Vehicle at TAYLOR ST \ BEACH ST","Property","C"
"SFO","San Francisco","103755807021","06-06-2021 10:08:00","37.7383213","-122.4056468","BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST","Motor Vehicle Theft","240","Motor Vehicle Theft","Motor Vehicle Theft","Motor Vehicle Theft at BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST","Property","C"
"SFO","San Francisco","103755728160","06-06-2021 10:12:00","37.7383213","-122.4056468","BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST","Vandalism","290","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property","Destruction/Damage/Vandalism of Property at BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST","Property","C"
